,header,line,caption,tag,normed,,
222,p081a1,ir al cine,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a ir al cine,8.1. Free time and entertainment --- To go to the cinema, To go to the cinema
223,p081a1,ir a un museo,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a ir a un museo,8.1. Free time and entertainment --- To go to a museum, To go to a museum
224,p081a1,ir a un restaurante,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a ir a un restaurante,8.1. Free time and entertainment --- To go to a restaurant, To go to a restaurant
225,p081a1,ir a un café,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a ir a un café,8.1. Free time and entertainment --- To go to coffee, To go to coffee
226,p081a1,escuchar la radio,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a escuchar la radio,8.1. Free time and entertainment --- To listen to the radio, To listen to the radio
227,p081a1,ir a un bar,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a ir a un bar,8.1. Free time and entertainment --- To go to a bar, To go to a bar
228,p081a1,escuchar una canción,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a escuchar una canción,8.1. Free time and entertainment --- To listen to a song, To listen to a song
229,p081a1,cantar,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a cantar,8.1. Free time and entertainment --- to sing, to sing
230,p081a1,escuchar música,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a escuchar música,8.1. Free time and entertainment --- To listen to music, To listen to music
231,p081a1,ver la televisión,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a ver la televisión,8.1. Free time and entertainment --- To watch television, To watch television
232,p081a1,leer una revista,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a leer una revista,8.1. Free time and entertainment --- To read a magazine, To read a magazine
233,p081a1,ir a una discoteca,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a ir a una discoteca,8.1. Free time and entertainment --- To go to a disco, To go to a disco
234,p081a1,bailar,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a bailar,8.1. Free time and entertainment --- to dance, to dance
235,p081a1,viajar,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a viajar,8.1. Free time and entertainment --- to travel, to travel
236,p081a1,leer el periódico,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a leer el periódico,8.1. Free time and entertainment --- To read the newspaper, To read the newspaper
237,p081a1,vacaciones,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,vacaciones,8.1. Free time and entertainment --- holiday, holiday
238,p081a1,turista,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,turista,8.1. Free time and entertainment --- tourist, tourist
239,p081a1,leer un libro,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,a leer un libro,8.1. Free time and entertainment --- To read a book, To read a book
240,p081a1,oficina de información,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,oficina de información,8.1. Free time and entertainment --- Information Office, Information Office
241,p081a1,oficina de turismo,8.1. Tiempo libre y entretenimiento,CERE::a1::p081,oficina de turismo,8.1. Free time and entertainment --- Tourism Office, Tourism Office
242,p082a1,ir al teatro,8.2. Espectáculos y exposiciones,CERE::a1::p082,a ir al teatro,8.2. Shows and exhibitions --- To go to the theater, To go to the theater
243,p082a1,concierto,8.2. Espectáculos y exposiciones,CERE::a1::p082,concierto,8.2. Shows and exhibitions --- concert, concert
244,p082a1,ir a un concierto,8.2. Espectáculos y exposiciones,CERE::a1::p082,a ir a un concierto,8.2. Shows and exhibitions --- To go to a concert, To go to a concert
245,p082a1,ir al circo,8.2. Espectáculos y exposiciones,CERE::a1::p082,a ir al circo,8.2. Shows and exhibitions --- To go to the circus, To go to the circus
246,p082a1,ir al cine,8.2. Espectáculos y exposiciones,CERE::a1::p082,a ir al cine,8.2. Shows and exhibitions --- To go to the cinema, To go to the cinema
247,p082a1,película,8.2. Espectáculos y exposiciones,CERE::a1::p082,película,8.2. Shows and exhibitions --- film, film
248,p083a1,correr,8.3. Deportes,CERE::a1::p083,a correr,8.3. Sports ---,#VALUE!
249,p083a1,jugar al tenis,8.3. Deportes,CERE::a1::p083,a jugar al tenis,8.3. Sports --- To play tennis, To play tennis
250,p083a1,esquiar,8.3. Deportes,CERE::a1::p083,a esquiar,8.3. Sports --- To ski, To ski
251,p083a1,jugar al fútbol,8.3. Deportes,CERE::a1::p083,a jugar al fútbol,8.3. Sports --- To play football, To play football
252,p083a1,hacer deporte,8.3. Deportes,CERE::a1::p083,a hacer deporte,8.3. Sports --- To do sports, To do sports
253,p083a1,hacer ejercicio,8.3. Deportes,CERE::a1::p083,a hacer ejercicio,8.3. Sports --- To exercise, To exercise
254,p083a1,jugar al baloncesto,8.3. Deportes,CERE::a1::p083,a jugar al baloncesto,8.3. Sports --- To play basketball, To play basketball
255,p083a1,nadar,8.3. Deportes,CERE::a1::p083,a nadar,8.3. Sports --- To swim, To swim
256,p083a1,hacer gimnasia,8.3. Deportes,CERE::a1::p083,a hacer gimnasia,8.3. Sports --- To do gymnastics, To do gymnastics
257,p084a1,juego,8.4. Juegos,CERE::a1::p084,juego,8.4. Games --- Game, Game
258,p084a1,compañero (de juego),8.4. Juegos,CERE::a1::p084,compañero (de juego),8.4. Games --- Companion (game), Companion (game)
259,p091a1,teléfono,9.1. Información y comunicación,CERE::a1::p091,teléfono,9.1. Information and Communication --- Telephone, Telephone
260,p091a1,correo electrónico,9.1. Información y comunicación,CERE::a1::p091,correo electrónico,9.1. Information and communication --- email, email
261,p091a1,televisión,9.1. Información y comunicación,CERE::a1::p091,televisión,9.1. Information and Communication --- Television, Television
262,p091a1,radio,9.1. Información y comunicación,CERE::a1::p091,radio,9.1. Information and Communication --- Radio, Radio
263,p092a1,sello,9.2. Correspondencia escrita,CERE::a1::p092,sello,9.2. Written correspondence --- stamp, stamp
264,p092a1,sobre,9.2. Correspondencia escrita,CERE::a1::p092,sobre,9.2. Written correspondence --- on, on
265,p092a1,papel,9.2. Correspondencia escrita,CERE::a1::p092,papel,9.2. Written correspondence --- paper, paper
266,p092a1,escribir una postal,9.2. Correspondencia escrita,CERE::a1::p092,a escribir una postal,9.2. Written correspondence --- To write a postcard, To write a postcard
267,p092a1,escribir una carta,9.2. Correspondencia escrita,CERE::a1::p092,a escribir una carta,9.2. Written correspondence --- To write a letter, To write a letter
268,p092a1,escribir un mensaje electrónico,9.2. Correspondencia escrita,CERE::a1::p092,a escribir un mensaje electrónico,9.2. Written correspondence --- To write an electronic message, To write an electronic message
269,p093a1,teléfono fijo,9.3. Teléfono,CERE::a1::p093,teléfono fijo,9.3. Telephone --- landline, landline
270,p093a1,teléfono móvil,9.3. Teléfono,CERE::a1::p093,teléfono móvil,9.3. Telephone --- Mobile phone, Mobile phone
271,p093a1,número de teléfono,9.3. Teléfono,CERE::a1::p093,número de teléfono,9.3. Telephone --- Telephone number, Telephone number
272,p094a1,quiosco,9.4. Prensa escrita,CERE::a1::p094,quiosco,9.4. Written press --- kiosk, kiosk
273,p094a1,leer un periódico,9.4. Prensa escrita,CERE::a1::p094,a leer un periódico,9.4. Written press --- To read a newspaper, To read a newspaper
274,p094a1,leer una revista,9.4. Prensa escrita,CERE::a1::p094,a leer una revista,9.4. Written press --- To read a magazine, To read a magazine
275,p095a1,escuchar la radio,9.5. Televisión y radio,CERE::a1::p095,a escuchar la radio,9.5. Television and radio --- To listen to the radio, To listen to the radio
276,p095a1,ver la televisión,9.5. Televisión y radio,CERE::a1::p095,a ver la televisión,9.5. Television and Radio --- To watch television, To watch television
277,p096a1,punto,9.6. Internet,CERE::a1::p096,punto,9.6. Internet --- Point, Point
278,p096a1,página web,9.6. Internet,CERE::a1::p096,página web,9.6. Internet --- Website, Website
279,p096a1,correo electrónico,9.6. Internet,CERE::a1::p096,correo electrónico,9.6. Internet --- email, email
280,p096a1,arroba,9.6. Internet,CERE::a1::p096,arroba,9.6. Internet --- Arroba, Arroba
281,p096a1,Internet,9.6. Internet,CERE::a1::p096,Internet,9.6. Internet --- Internet, Internet
282,p096a1,guión,9.6. Internet,CERE::a1::p096,guión,9.6. Internet --- script, script
283,p096a1,guión bajo,9.6. Internet,CERE::a1::p096,guión bajo,9.6. Internet --- Low script, Low script
284,p101a1,vender un apartamento,10.1. Acciones relacionadas con la vivienda,CERE::a1::p101,a vender un apartamento,10.1. Housing-related actions --- to sell an apartment,related actions 
285,p101a1,comprar un piso,10.1. Acciones relacionadas con la vivienda,CERE::a1::p101,a comprar un piso,10.1. Housing related actions --- To buy a floor, To buy a floor
286,p101a1,alquilar un apartamento,10.1. Acciones relacionadas con la vivienda,CERE::a1::p101,a alquilar un apartamento,10.1. Housing related actions --- to rent an apartment, to rent an apartment
287,p102a1,apartamento,10.2. Características de la vivienda,CERE::a1::p102,apartamento,10.2. HOUSING CHARACTERISTICS --- APARTMENT, APARTMENT
288,p102a1,piso,10.2. Características de la vivienda,CERE::a1::p102,piso,10.2. HOUSING CHARACTERISTICS --- Floor, Floor
289,p102a1,casa,10.2. Características de la vivienda,CERE::a1::p102,casa,10.2. HOUSING CHARACTERISTICS --- HOUSE, HOUSE
290,p102a1,estudio,10.2. Características de la vivienda,CERE::a1::p102,estudio,10.2. HOUSING CHARACTERISTICS --- STUDY, STUDY
291,p104a1,mesa,10.4. Objetos domésticos,CERE::a1::p104,mesa,10.4. Domestic objects --- Table, Table
292,p104a1,silla,10.4. Objetos domésticos,CERE::a1::p104,silla,10.4. Domestic objects --- chair, chair
293,p104a1,cama,10.4. Objetos domésticos,CERE::a1::p104,cama,10.4. Domestic objects --- bed, bed
294,p104a1,ducha,10.4. Objetos domésticos,CERE::a1::p104,ducha,10.4. Domestic objects --- shower, shower
295,p104a1,estantería,10.4. Objetos domésticos,CERE::a1::p104,estantería,10.4. Domestic objects --- shelf, shelf
296,p104a1,armario,10.4. Objetos domésticos,CERE::a1::p104,armario,10.4. Domestic objects --- closet, closet
297,p104a1,sofá,10.4. Objetos domésticos,CERE::a1::p104,sofá,10.4. Domestic objects --- Sofa, Sofa
298,p104a1,sillón,10.4. Objetos domésticos,CERE::a1::p104,sillón,10.4. Domestic objects --- armchair, armchair
299,p104a1,lavabo,10.4. Objetos domésticos,CERE::a1::p104,lavabo,10.4. Domestic objects --- sink, sink
300,p111a1,postal,11.1. Servicio postal,CERE::a1::p111,postal,11.1. Postal Service --- Postcard, Postcard
301,p111a1,sobre,11.1. Servicio postal,CERE::a1::p111,sobre,11.1. Postal service --- About, About
302,p111a1,sello,11.1. Servicio postal,CERE::a1::p111,sello,11.1. Postal Service --- Seal, Seal
303,p111a1,carta,11.1. Servicio postal,CERE::a1::p111,carta,11.1. Postal Service --- Letter, Letter
304,p111a1,código postal,11.1. Servicio postal,CERE::a1::p111,código postal,11.1. Postal Service --- Postal Code, Postal Code
305,p111a1,papel,11.1. Servicio postal,CERE::a1::p111,papel,11.1. Postal service --- paper, paper
306,p113a1,banco,11.3. Servicios financieros,CERE::a1::p113,banco,11.3. Financial Services --- Bank, Bank
307,p113a1,euro,11.3. Servicios financieros,CERE::a1::p113,euro,11.3. Financial Services --- Euro, Euro
308,p113a1,céntimo (de euro),11.3. Servicios financieros,CERE::a1::p113,céntimo (de euro),11.3. Financial Services --- Centimo (euro), Centimo (euro)
309,p113a1,tarjeta (de crédito),11.3. Servicios financieros,CERE::a1::p113,tarjeta (de crédito),11.3. Financial Services --- Card (Credit), Card (Credit)
310,p113a1,cambiar dinero,11.3. Servicios financieros,CERE::a1::p113,a cambiar dinero,11.3. Financial Services --- To change money, To change money
311,p113a1,dinero,11.3. Servicios financieros,CERE::a1::p113,dinero,11.3. Financial Services --- Money, Money
312,p114a1,hospital,11.4. Servicios sanitarios,CERE::a1::p114,hospital,11.4. Health Services --- Hospital, Hospital
313,p114a1,médico,11.4. Servicios sanitarios,CERE::a1::p114,médico,11.4. Health Services --- Doctor, Doctor
314,p114a1,enfermera,11.4. Servicios sanitarios,CERE::a1::p114,enfermera,11.4. Health Services --- Nurse, Nurse
315,p116a1,bombero,11.6. Servicios de protección y seguridad,CERE::a1::p116,bombero,11.6. Protection and Security Services --- Firefighter, Firefighter
316,p116a1,policía,11.6. Servicios de protección y seguridad,CERE::a1::p116,policía,11.6. Protection and Security Services --- Police, Police
317,p121a1,(super)mercado,"12.1. Lugares, personas y actividades",CERE::a1::p121,(super)mercado,"12.1. Places, people and activities --- (super) market", (super) market
318,p121a1,tienda,"12.1. Lugares, personas y actividades",CERE::a1::p121,tienda,"12.1. Places, people and activities --- store", store
319,p121a1,salida,"12.1. Lugares, personas y actividades",CERE::a1::p121,salida,"12.1. Places, people and activities --- output", output
320,p121a1,información,"12.1. Lugares, personas y actividades",CERE::a1::p121,información,"12.1. Places, people and activities --- information", information
321,p121a1,vender,"12.1. Lugares, personas y actividades",CERE::a1::p121,a vender,"12.1. Places, people and activities --- to sell", to sell
322,p121a1,comprar,"12.1. Lugares, personas y actividades",CERE::a1::p121,a comprar,"12.1. Places, people and activities --- to buy", to buy
323,p121a1,vendedor,"12.1. Lugares, personas y actividades",CERE::a1::p121,vendedor,"12.1. Places, people and activities --- seller", seller
324,p121a1,comprador,"12.1. Lugares, personas y actividades",CERE::a1::p121,comprador,"12.1. Places, people and activities --- buyer", buyer
325,p122a1,jersey,"12.2. Ropa, calzado y complementos",CERE::a1::p122,jersey,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Jersey", Jersey
326,p122a1,bolso,"12.2. Ropa, calzado y complementos",CERE::a1::p122,bolso,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Bag", Bag
327,p122a1,zapatos,"12.2. Ropa, calzado y complementos",CERE::a1::p122,zapatos,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Shoes", Shoes
328,p122a1,camisa,"12.2. Ropa, calzado y complementos",CERE::a1::p122,camisa,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- SHIRT", SHIRT
329,p122a1,falda,"12.2. Ropa, calzado y complementos",CERE::a1::p122,falda,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Skirt", Skirt
330,p122a1,(pantalones) vaqueros,"12.2. Ropa, calzado y complementos",CERE::a1::p122,(pantalones) vaqueros,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- (pants) jeans", (pants) jeans
331,p122a1,pantalones,"12.2. Ropa, calzado y complementos",CERE::a1::p122,pantalones,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Pants", Pants
332,p124a1,precio,12.4. Pagos,CERE::a1::p124,precio,12.4. Payments --- Price, Price
333,p124a1,dinero,12.4. Pagos,CERE::a1::p124,dinero,12.4. Payments --- money, money
334,p124a1,pagar con tarjeta,12.4. Pagos,CERE::a1::p124,a pagar con tarjeta,12.4. Payments --- To pay by card, To pay by card
335,p124a1,euro,12.4. Pagos,CERE::a1::p124,euro,12.4. Payments --- Euro, Euro
336,p124a1,billete,12.4. Pagos,CERE::a1::p124,billete,12.4. Payments --- ticket, ticket
337,p124a1,tarjeta,12.4. Pagos,CERE::a1::p124,tarjeta,12.4. Payments --- Card, Card
338,p124a1,céntimo (de euro),12.4. Pagos,CERE::a1::p124,céntimo (de euro),12.4. Payments --- cent (euro), cent (euro)
339,p131a1,estar enfermo,13.1. Salud y enfermedades,CERE::a1::p131,a estar enfermo,13.1. Health and diseases --- To be sick, To be sick
340,p131a1,estar malo,13.1. Salud y enfermedades,CERE::a1::p131,a estar malo,13.1. Health and diseases --- To be bad, To be bad
341,p134a1,médico,13.4. Centros de asistencia sanitaria,CERE::a1::p134,médico,13.4. Health Assistance Centers --- Doctor, Doctor
342,p134a1,enfermero,13.4. Centros de asistencia sanitaria,CERE::a1::p134,enfermero,13.4. Health Assistance Centers --- Nurse, Nurse
343,p134a1,ir al hospital,13.4. Centros de asistencia sanitaria,CERE::a1::p134,a ir al hospital,13.4. Health Assistance Centers --- To go to the hospital, To go to the hospital
344,p134a1,ir al médico,13.4. Centros de asistencia sanitaria,CERE::a1::p134,a ir al médico,13.4. Health Assistance Centers --- To go to the doctor, To go to the doctor
345,p135a1,farmacia,13.5. Medicina y medicamentos,CERE::a1::p135,farmacia,13.5. Medicines and medications --- Pharmacy, Pharmacy
346,p136a1,jabón,13.6. Higiene,CERE::a1::p136,jabón,13.6. Hygiene --- Soap, Soap
347,p136a1,ducharse,13.6. Higiene,CERE::a1::p136,a ducharse,13.6. Hygiene --- To shower, To shower
348,p136a1,agua,13.6. Higiene,CERE::a1::p136,agua,13.6. Hygiene --- Water, Water
349,p136a1,lavarse las manos,13.6. Higiene,CERE::a1::p136,a lavarse las manos,13.6. Hygiene --- To wash your hands, To wash your hands
